,Symbol,Name,Industry,IndustryCode
122,ERIC,Telefonaktiebolaget LM Ericsson ADR Class B,커뮤니케이션 및 네트워킹,571020
123,GMAB,Genmab A/S ADR,생명과학 및 메디컬 리서치,562020
124,TSCO,Tractor Supply Co,전문품 상점,534030
125,FANG,Diamondback Energy Inc,오일 및 가스,501020
126,VRSN,Verisign Inc,소프트웨어 및 IT서비스,572010
127,ALGN,Align Technology Inc,헬스케어 장비 및 용품,561010
128,TTWO,Take-Two Interactive Software Inc,레저 상품,532050
129,NTRS,Northern Trust Corp,투자은행 및 서비스,551020
130,ULTA,Ulta Beauty Inc,전문품 상점,534030
131,ARGX,argenx SE ADR,생명과학 및 메디컬 리서치,562020
132,HBAN,Huntington Bancshares Inc,은행,551010
133,ZI,ZoomInfo Technologies Inc,소프트웨어 및 IT서비스,572010
134,JBHT,J B Hunt Transport Services Inc,화물 및 물류 서비스,524050
135,PFG,Principal Financial Group Inc,보험,553010
136,PSNY,Polestar Automotive Holding Uk Plc ADR Class A,자동차 및 자동차 부품,531010
137,ICLR,ICON PLC,생명과학 및 메디컬 리서치,562020
138,PODD,Insulet Corp,헬스케어 장비 및 용품,561010
139,COIN,Coinbase Global Inc Class A,핀테크,573010
140,LPLA,LPL Financial Holdings Inc,투자은행 및 서비스,551020
141,MTCH,Match Group Inc,소프트웨어 및 IT서비스,572010
142,SPLK,Splunk Inc,소프트웨어 및 IT서비스,572010
143,EXPE,Expedia Group Inc,호텔 및 엔터테인먼트,533010
144,HOLX,Hologic Inc,헬스케어 장비 및 용품,561010
145,SWKS,Skyworks Solutions Inc,반도체 및 반도체 장비,571010
146,ZBRA,Zebra Technologies Corp Class A,전자 장비 및 부품,571040
147,TRMB,Trimble Inc,소프트웨어 및 IT서비스,572010
148,EXPD,Expeditors International of Washington Inc,화물 및 물류 서비스,524050
149,ACGL,Arch Capital Group Ltd,보험,553010
150,SEDG,Solaredge Technologies Inc,재생에너지,502010
151,TW,Tradeweb Markets Inc Class A,투자은행 및 서비스,551020
152,BMRN,Biomarin Pharmaceutical Inc,제약,562010
153,RYAAY,Ryanair Holdings PLC ADR,운송업,524060
154,STX,Seagate Technology Holdings PLC,"컴퓨터, 전화 및 가전제품",571060
155,CINF,Cincinnati Financial Corp,보험,553010
156,IEP,Icahn Enterprises Units,오일 및 가스,501020
157,TCOM,Trip.com Group Ltd ADR,호텔 및 엔터테인먼트,533010
158,BGNE,Beigene Ltd ADR,생명과학 및 메디컬 리서치,562020
159,PPD,PPD Inc,생명과학 및 메디컬 리서치,562020
160,NTAP,NetApp Inc,"컴퓨터, 전화 및 가전제품",571060
161,PLUG,Plug Power Inc,재생에너지,502010
162,INCY,Incyte Corp,제약,562010
163,LNT,Alliant Energy Corp,전기 유틸리티,591010
164,CHKP,Check Point Software Technologies Ltd,소프트웨어 및 IT서비스,572010
165,OKTA,Okta Inc Class A,소프트웨어 및 IT서비스,572010
166,TER,Teradyne Inc,반도체 및 반도체 장비,571010
167,PARA,Paramount Global Class B,미디어 및 출판,533020
168,ENTG,Entegris Inc,반도체 및 반도체 장비,571010
169,SSNC,SS&C Technologies Holdings Inc,소프트웨어 및 IT서비스,572010
170,POOL,Pool Corp,레저 상품,532050
171,LKQ,LKQ Corp,자동차 및 자동차 부품,531010
172,STLD,Steel Dynamics Inc,메탈&마이닝,512010
173,AKAM,Akamai Technologies Inc,소프트웨어 및 IT서비스,572010
174,WDC,Western Digital Corp,"컴퓨터, 전화 및 가전제품",571060
175,LBRDK,Liberty Broadband Corp Series C,미디어 및 출판,533020
176,WMG,Warner Music Group Corp Class A,미디어 및 출판,533020
177,AZPN,Aspen Technology Inc,소프트웨어 및 IT서비스,572010
178,JKHY,Jack Henry & Associates Inc,소프트웨어 및 IT서비스,572010
179,PCTY,Paylocity Holding Corp,소프트웨어 및 IT서비스,572010
180,CHRW,CH Robinson Worldwide Inc,화물 및 물류 서비스,524050
181,ETSY,ETSY Inc,다양한 소매업,534020
182,PTC,PTC Inc,소프트웨어 및 IT서비스,572010
183,FWONK,Liberty Media Corp Series C,미디어 및 출판,533020
184,NICE,Nice Ltd ADR,소프트웨어 및 IT서비스,572010
185,TECH,Bio-Techne Corp,생명과학 및 메디컬 리서치,562020
186,NDSN,Nordson Corp,"건설장비 및 대형차, 기차, 배",521020
187,HZNP,Horizon Therapeutics PLC,제약,562010
188,HST,Host Hotels & Resorts Inc,주택 및 상업용 리츠,601020
189,DOCU,DocuSign Inc,소프트웨어 및 IT서비스,572010
190,NLOK,NortonLifeLock Inc,소프트웨어 및 IT서비스,572010
191,GRAB,Grab Holdings Ltd Class A,소프트웨어 및 IT서비스,572010
192,GLPI,Gaming and Leisure Properties Inc,주택 및 상업용 리츠,601020
193,RGEN,Repligen Corp,헬스케어 장비 및 용품,561010
194,CTXS,Citrix Systems Inc,소프트웨어 및 IT서비스,572010
195,PGY,Pagaya Technologies Ltd Class A,핀테크,573010
196,VTRS,Viatris Inc,제약,562010
197,FCNCA,First Citizens BancShares Inc (Delaware) Class A,은행,551010
198,UAL,United Airlines Holdings Inc,운송업,524060
199,HTHT,H World Group Ltd ADR,호텔 및 엔터테인먼트,533010
200,SBNY,Signature Bank,은행,551010
201,ABMD,ABIOMED Inc,헬스케어 장비 및 용품,561010
202,FSLR,First Solar Inc,재생에너지,502010
203,CG,Carlyle Group Inc,투자은행 및 서비스,551020
204,NFE,New Fortress Energy Inc Class A,천연가스 유틸리티,591020
205,CHK,Chesapeake Energy Corp,오일 및 가스,501020
206,XP,XP Inc Class A,투자은행 및 서비스,551020
207,APA,APA Corp (US),오일 및 가스,501020
208,BSY,Bentley Systems Inc Class B,소프트웨어 및 IT서비스,572010
209,HAS,Hasbro Inc,레저 상품,532050
210,UHAL,Amerco,화물 및 물류 서비스,524050
211,REG,Regency Centers Corp,주택 및 상업용 리츠,601020
212,QRVO,Qorvo Inc,반도체 및 반도체 장비,571010
213,FOXA,Fox Corp Class A,미디어 및 출판,533020
214,DOX,Amdocs Ltd,소프트웨어 및 IT서비스,572010
215,EWBC,East West Bancorp Inc,은행,551010
216,MORN,Morningstar Inc,전문 및 상업 서비스,522030
217,ROKU,Roku Inc Class A,미디어 및 출판,533020
218,APP,Applovin Corp Class A,소프트웨어 및 IT서비스,572010
219,SWAV,Shockwave Medical Inc,헬스케어 장비 및 용품,561010
220,OTEX,Open Text Corp,소프트웨어 및 IT서비스,572010
221,LAMR,Lamar Advertising Co Class A,주택 및 상업용 리츠,601020
222,CZR,Caesars Entertainment Inc,호텔 및 엔터테인먼트,533010
223,OLPX,Olaplex Holdings Inc,"개인, 가정 용품 및 서비스",542010
224,RCM,R1 RCM Holdco Inc,헬스케어 업체 및 서비스,561020
225,ARCC,Ares Capital Corp,다양한 금융서비스,555010
226,HSIC,Henry Schein Inc,헬스케어 장비 및 용품,561010
227,FFIV,F5 Inc,소프트웨어 및 IT서비스,572010
228,MKTX,Marketaxess Holdings Inc,투자은행 및 서비스,551020
229,ERIE,Erie Indemnity Co Class A,보험,553010
230,AFRM,Affirm Holdings Inc Class A,핀테크,573010
231,NBIX,Neurocrine Biosciences Inc,생명과학 및 메디컬 리서치,562020
232,UTHR,United Therapeutics Corp,생명과학 및 메디컬 리서치,562020
233,JAZZ,Jazz Pharmaceuticals PLC,제약,562010
234,DISH,DISH Network Corp Class A,미디어 및 출판,533020
235,TPG,TPG Inc Class A,투자은행 및 서비스,551020
236,LOGI,Logitech International SA,"컴퓨터, 전화 및 가전제품",571060
237,AAL,American Airlines Group Inc,운송업,524060
238,LSXMK,Liberty Media Corp Series C,미디어 및 출판,533020
239,MANH,Manhattan Associates Inc,소프트웨어 및 IT서비스,572010
240,SRPT,Sarepta Therapeutics Inc,생명과학 및 메디컬 리서치,562020
241,GTLB,GitLab Inc Class A,소프트웨어 및 IT서비스,572010
242,ESLT,Elbit Systems Ltd,우주항공 및 국방,521010
243,AXON,Axon Enterprise Inc,우주항공 및 국방,521010
244,CREE,Cree Inc,반도체 및 반도체 장비,571010
245,BZ,Kanzhun Ltd ADR,소프트웨어 및 IT서비스,572010
246,BRKR,Bruker Corp,헬스케어 장비 및 용품,561010
247,BILI,Bilibili Inc ADR,소프트웨어 및 IT서비스,572010
248,WSC,Willscot Mobile Mini Holdings Corp Class A,전문 및 상업 서비스,522030
249,HOOD,Robinhood Markets Inc Class A,핀테크,573010
250,FLEX,Flex Ltd,전자 장비 및 부품,571040
251,DBX,Dropbox Inc Class A,소프트웨어 및 IT서비스,572010
252,ZION,Zions Bancorporation NA,은행,551010
253,DLO,Dlocal Ltd Class A,전문 및 상업 서비스,522030
254,CBSH,Commerce Bancshares Inc,은행,551010
255,DKNG,DraftKings Inc Class A,호텔 및 엔터테인먼트,533010
256,NWL,Newell Brands Inc,가정용품,532040
257,CAR,Avis Budget Group Inc,운송업,524060
258,CFLT,Confluent Inc Class A,소프트웨어 및 IT서비스,572010
259,MIDD,Middleby Corp,가정용품,532040
260,LECO,Lincoln Electric Holdings Inc,"건설장비 및 대형차, 기차, 배",521020
261,LSCC,Lattice Semiconductor Corp,반도체 및 반도체 장비,571010
262,MAT,Mattel Inc,레저 상품,532050
263,MASI,Masimo Corp,헬스케어 장비 및 용품,561010
264,NVCR,Novocure Ltd,헬스케어 장비 및 용품,561010
265,PBCT,People's United Financial Inc,은행,551010
266,PAA,Plains All American Pipeline Units,오일 및 가스 장비 및 서비스,501030
267,CHNG,Change Healthcare Inc,소프트웨어 및 IT서비스,572010
268,CGNX,Cognex Corp,"건설장비 및 대형차, 기차, 배",521020
269,CASY,Caseys General Stores Inc,식품 및 약품소매,543010
270,CHDN,Churchill Downs Inc,호텔 및 엔터테인먼트,533010
271,FOX,Fox Corp Class B,미디어 및 출판,533020
272,SEIC,SEI Investments Co,투자은행 및 서비스,551020
273,FIVE,Five Below Inc,다양한 소매업,534020
274,FIVN,Five9 Inc,소프트웨어 및 IT서비스,572010
275,TTEK,Tetra Tech Inc,전문 및 상업 서비스,522030
276,XRAY,DENTSPLY SIRONA Inc,헬스케어 장비 및 용품,561010
277,KRTX,Karuna Therapeutics Inc,생명과학 및 메디컬 리서치,562020
278,CACC,Credit Acceptance Corp,은행,551010
279,XM,Qualtrics International Inc Class A,소프트웨어 및 IT서비스,572010
280,CELH,Celsius Holdings Inc,음료,541010
281,NXST,Nexstar Media Group Inc,미디어 및 출판,533020
282,ACHC,Acadia Healthcare Company Inc,헬스케어 업체 및 서비스,561020
283,ROLL,RBC Bearings Inc,"건설장비 및 대형차, 기차, 배",521020
284,MKSI,MKS Instruments Inc,"건설장비 및 대형차, 기차, 배",521020
285,WYNN,Wynn Resorts Ltd,호텔 및 엔터테인먼트,533010
286,RUN,Sunrun Inc,재생에너지,502010
287,HCP,HashiCorp Inc Class A,소프트웨어 및 IT서비스,572010
288,IIVI,II-VI Inc,전자 장비 및 부품,571040
289,LEGN,Legend Biotech Corp ADR,생명과학 및 메디컬 리서치,562020
290,HTZ,Hertz Global Holdings Inc,운송업,524060
291,PPC,Pilgrims Pride Corp,식품 및 담배,541020
292,APLS,Apellis Pharmaceuticals Inc,제약,562010
293,NWSA,News Corp Class A,미디어 및 출판,533020
294,CNXC,Concentrix Corp,전문 및 상업 서비스,522030
295,AVGOP,BROADCOM Mandatory Conv Pref,반도체 및 반도체 장비,571010
296,GNTX,Gentex Corp,자동차 및 자동차 부품,531010
297,SYNH,Syneos Health Inc Class A,생명과학 및 메디컬 리서치,562020
298,EXAS,Exact Sciences Corp,생명과학 및 메디컬 리서치,562020
299,YNDX,Yandex NV Class A,소프트웨어 및 IT서비스,572010
300,LBTYK,Liberty Global PLC Class C,통신 서비스,574010
301,FFIN,First Financial Bankshares Inc,은행,551010
302,PNFP,Pinnacle Financial Partners Inc,은행,551010
303,AGNC,AGNC Investment Corp,주택 및 상업용 리츠,601020
304,RGLD,Royal Gold Inc,메탈&마이닝,512010
305,IAC,IAC Inc,소프트웨어 및 IT서비스,572010
306,VLY,Valley National Bancorp,은행,551010
307,SSB,SouthState Corp,은행,551010
308,BOKF,BOK Financial Corp,은행,551010
309,Z,Zillow Group Inc Class C,부동산 운영 관리,601010
310,FYBR,Frontier Communications Parent Inc,통신 서비스,574010
311,BMBL,Bumble Inc Class A,소프트웨어 및 IT서비스,572010
312,TXRH,Texas Roadhouse Inc,호텔 및 엔터테인먼트,533010
313,MRVI,Maravai LifeSciences Holdings Inc Class A,생명과학 및 메디컬 리서치,562020
314,PDCE,PDC Energy Inc,오일 및 가스,501020
315,LITE,Lumentum Holdings Inc,커뮤니케이션 및 네트워킹,571020
316,DOOO,BRP Inc,레저 상품,532050
317,WWD,Woodward Inc,"건설장비 및 대형차, 기차, 배",521020
318,IONS,Ionis Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
319,CYBR,Cyberark Software Ltd,소프트웨어 및 IT서비스,572010
320,LFUS,Littelfuse Inc,"건설장비 및 대형차, 기차, 배",521020
321,LYFT,Lyft Inc Class A,소프트웨어 및 IT서비스,572010
322,BPOP,Popular Inc,은행,551010
323,SAIA,Saia Inc,화물 및 물류 서비스,524050
324,EXEL,Exelixis Inc,생명과학 및 메디컬 리서치,562020
325,SOFI,SoFi Technologies Inc,은행,551010
326,DSGX,Descartes Systems Group Inc,소프트웨어 및 IT서비스,572010
327,REYN,Reynolds Consumer Products Inc,가정용품,532040
328,MNDY,Monday.Com Ltd,소프트웨어 및 IT서비스,572010
329,FSV,FirstService Corp,부동산 운영 관리,601010
330,OLED,Universal Display Corp,반도체 및 반도체 장비,571010
331,QLYS,Qualys Inc,소프트웨어 및 IT서비스,572010
332,HALO,Halozyme Therapeutics Inc,생명과학 및 메디컬 리서치,562020
333,EXLS,Exlservice Holdings Inc,전문 및 상업 서비스,522030
334,QDEL,Quidelortho Corp,헬스케어 장비 및 용품,561010
335,FUTU,Futu Holdings Ltd ADR,핀테크,573010
336,IRDM,Iridium Communications Inc,통신 서비스,574010
337,OPCH,Option Care Health Inc,헬스케어 업체 및 서비스,561020
338,LSTR,Landstar System Inc,화물 및 물류 서비스,524050
339,NATI,National Instruments Corp,소프트웨어 및 IT서비스,572010
340,LNTH,Lantheus Holdings Inc,헬스케어 장비 및 용품,561010
341,CHRD,Chord Energy Corp,오일 및 가스,501020
342,PENN,PENN Entertainment Inc,호텔 및 엔터테인먼트,533010
343,SYNA,Synaptics Inc,반도체 및 반도체 장비,571010
344,CRSP,CRISPR Therapeutics AG,생명과학 및 메디컬 리서치,562020
345,CIGI,Colliers International Group Inc,부동산 운영 관리,601010
346,SHC,Sotera Health Co,전문 및 상업 서비스,522030
347,OZK,Bank Ozk,은행,551010
348,GLBE,Global-E Online Ltd,소프트웨어 및 IT서비스,572010
349,NOVT,Novanta Inc,전자 장비 및 부품,571040
350,UFPI,Ufp Industries Inc,종이 및 임산물,513010
351,WTFC,Wintrust Financial Corp,은행,551010
352,DRVN,Driven Brands Holdings Inc,"개인, 가정 용품 및 서비스",542010
353,PYCR,Paycor HCM Inc,소프트웨어 및 IT서비스,572010
354,AMKR,Amkor Technology Inc,반도체 및 반도체 장비,571010
355,UBSI,United Bankshares Inc,은행,551010
356,LNW,Light & Wonder Inc,호텔 및 엔터테인먼트,533010
357,MEDP,Medpace Holdings Inc,생명과학 및 메디컬 리서치,562020
358,KNTK,Kinetik Holdings Inc Class A,오일 및 가스 장비 및 서비스,501030
359,ASND,Ascendis Pharma A/S ADR,생명과학 및 메디컬 리서치,562020
360,MNDT,Mandiant Inc,소프트웨어 및 IT서비스,572010
361,FIZZ,National Beverage Corp,음료,541010
362,ONB,Old National Bancorp,은행,551010
363,EXPO,Exponent Inc,전문 및 상업 서비스,522030
364,COUP,Coupa Software Inc,소프트웨어 및 IT서비스,572010
365,CERE,Cerevel Therapeutics Holdings Inc Class A,생명과학 및 메디컬 리서치,562020
366,GDS,GDS Holdings Ltd ADR,소프트웨어 및 IT서비스,572010
367,GH,Guardant Health Inc,생명과학 및 메디컬 리서치,562020
368,TSEM,Tower Semiconductor Ltd,반도체 및 반도체 장비,571010
369,VNOM,Viper Energy Partners Units,오일 및 가스,501020
370,HQY,Healthequity Inc,소프트웨어 및 IT서비스,572010
371,IPGP,IPG Photonics Corp,전자 장비 및 부품,571040
372,WOOF,Petco Health and Wellness Company Inc Class A,전문품 상점,534030
373,EEFT,Euronet Worldwide Inc,전문 및 상업 서비스,522030
374,LHCG,LHC Group Inc,헬스케어 업체 및 서비스,561020
375,NTRA,Natera Inc,헬스케어 장비 및 용품,561010
376,ENSG,Ensign Group Inc,헬스케어 업체 및 서비스,561020
377,ALGM,Allegro Microsystems Inc,반도체 및 반도체 장비,571010
378,COKE,Coca-Cola Consolidated Inc,음료,541010
379,SIGI,Selective Insurance Group Inc,보험,553010
380,SRCL,Stericycle Inc,전문 및 상업 서비스,522030
381,SLAB,Silicon Laboratories Inc,반도체 및 반도체 장비,571010
382,CRUS,Cirrus Logic Inc,반도체 및 반도체 장비,571010
383,NVEI,Nuvei Corp,전문 및 상업 서비스,522030
384,STAA,STAAR Surgical Co,헬스케어 장비 및 용품,561010
385,COLM,Columbia Sportswear Co,섬유 및 의류,532020
386,OMCL,Omnicell Inc,헬스케어 장비 및 용품,561010
387,ITCI,Intra-Cellular Therapies Inc,생명과학 및 메디컬 리서치,562020
388,CYTK,Cytokinetics Inc,생명과학 및 메디컬 리서치,562020
389,UMBF,UMB Financial Corp,은행,551010
390,POWI,Power Integrations Inc,반도체 및 반도체 장비,571010
391,TENB,Tenable Holdings Inc,소프트웨어 및 IT서비스,572010
392,CROX,Crocs Inc,섬유 및 의류,532020
393,SPSC,SPS Commerce Inc,소프트웨어 및 IT서비스,572010
394,EVO,Evotec SE ADR,생명과학 및 메디컬 리서치,562020
395,PLTK,Playtika Holding Corp,소프트웨어 및 IT서비스,572010
396,ARWR,Arrowhead Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
397,BRZE,Braze Inc Class A,소프트웨어 및 IT서비스,572010
398,IRTC,iRhythm Technologies Inc,헬스케어 장비 및 용품,561010
399,SHLS,Shoals Technologies Group Inc Class A,재생에너지,502010
400,IART,Integra Lifesciences Holdings Corp,헬스케어 장비 및 용품,561010
401,CHX,ChampionX Corp,오일 및 가스 장비 및 서비스,501030
402,WEN,Wendys Co,호텔 및 엔터테인먼트,533010
403,FOXF,Fox Factory Holding Corp,자동차 및 자동차 부품,531010
404,GBT,Global Blood Therapeutics Inc,생명과학 및 메디컬 리서치,562020
405,NTLA,Intellia Therapeutics Inc,생명과학 및 메디컬 리서치,562020
406,ALTR,Altair Engineering Inc Class A,소프트웨어 및 IT서비스,572010
407,SPWR,SunPower Corp,재생에너지,502010
408,TXG,10X Genomics Inc Class A,헬스케어 장비 및 용품,561010
409,FRSH,Freshworks Inc Class A,소프트웨어 및 IT서비스,572010
410,HWC,Hancock Whitney Corp,은행,551010
411,PINC,Premier Inc Class A,헬스케어 업체 및 서비스,561020
412,BCPC,Balchem Corp,식품 및 담배,541020
413,MQ,Marqeta Inc Class A,핀테크,573010
414,CWST,Casella Waste Systems Inc Class A,전문 및 상업 서비스,522030
415,AZTA,Azenta Inc,생명과학 및 메디컬 리서치,562020
416,TWKS,Thoughtworks Holding Inc,소프트웨어 및 IT서비스,572010
417,FIBK,First Interstate BancSystem Inc Class A,은행,551010
418,RRR,Red Rock Resorts Inc Class A,호텔 및 엔터테인먼트,533010
419,BL,Blackline Inc,소프트웨어 및 IT서비스,572010
420,WB,Weibo Corp ADR Class A,미디어 및 출판,533020
421,MRTX,Mirati Therapeutics Inc,생명과학 및 메디컬 리서치,562020
422,FELE,Franklin Electric Co Inc,"건설장비 및 대형차, 기차, 배",521020
423,AVT,Avnet Inc,전자 장비 및 부품,571040
424,TFSL,TFS Financial Corp,은행,551010
